"Watershed_designation","Fire_treatment","Year","Plot_number","Transect_number","Grass_cover","Shrub_cover","richness","shannon"
"r20b","annual_to_infrequent_reversal",2009,12,3,77.5,0,1,0
"r20b","annual_to_infrequent_reversal",2009,13,3,116,0,1,0
"r20b","annual_to_infrequent_reversal",2009,14,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2009,15,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2009,16,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2009,17,4,88.5,0,1,0
"r20b","annual_to_infrequent_reversal",2009,18,4,89,0,1,0
"r20b","annual_to_infrequent_reversal",2009,19,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2009,20,4,89.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,1,1,48,0,1,0
"r20b","annual_to_infrequent_reversal",2010,2,1,51.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,3,1,69.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,4,1,39.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,5,1,66,0,1,0
"r20b","annual_to_infrequent_reversal",2010,6,2,63.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,7,2,95,0,1,0
"r20b","annual_to_infrequent_reversal",2010,8,2,36,0,1,0
"r20b","annual_to_infrequent_reversal",2010,9,2,95,0,1,0
"r20b","annual_to_infrequent_reversal",2010,10,2,92.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,11,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2010,12,3,36,0,1,0
"r20b","annual_to_infrequent_reversal",2010,13,3,103.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,14,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2010,15,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2010,16,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2010,17,4,88.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,18,4,66.5,0,1,0
"r20b","annual_to_infrequent_reversal",2010,19,4,81,0,1,0
"r20b","annual_to_infrequent_reversal",2010,20,4,81,0,1,0
"r20b","annual_to_infrequent_reversal",2011,1,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,2,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,3,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,4,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,5,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,6,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,7,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,8,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,9,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,10,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2011,11,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2011,12,3,63,0,1,0
"r20b","annual_to_infrequent_reversal",2011,13,3,103.5,0,1,0
"r20b","annual_to_infrequent_reversal",2011,14,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2011,15,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2011,16,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2011,17,4,88.5,0,1,0
"r20b","annual_to_infrequent_reversal",2011,18,4,36.5,0,1,0
"r20b","annual_to_infrequent_reversal",2011,19,4,81,0,1,0
"r20b","annual_to_infrequent_reversal",2011,20,4,81.5,0,1,0
"r20b","annual_to_infrequent_reversal",2012,1,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,2,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,3,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,4,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,5,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,6,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,7,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,8,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,9,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,10,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2012,11,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2012,12,3,85.5,0,1,0
"r20b","annual_to_infrequent_reversal",2012,13,3,121,0,1,0
"r20b","annual_to_infrequent_reversal",2012,14,3,101,0.5,2,0.031087383598224
"r20b","annual_to_infrequent_reversal",2012,15,3,101,0,1,0
"r20b","annual_to_infrequent_reversal",2012,16,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2012,17,4,88.5,0,1,0
"r20b","annual_to_infrequent_reversal",2012,18,4,16,0,1,0
"r20b","annual_to_infrequent_reversal",2012,19,4,81,0.5,2,0.0373661130297916
"r20b","annual_to_infrequent_reversal",2012,20,4,81,0,1,0
"r20b","annual_to_infrequent_reversal",2013,1,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,2,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,3,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,4,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,5,1,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,6,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,7,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,8,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,9,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,10,2,NA,NA,NA,NA
"r20b","annual_to_infrequent_reversal",2013,11,3,85.5,0,1,0
"r20b","annual_to_infrequent_reversal",2013,12,3,63,0,1,0
"r20b","annual_to_infrequent_reversal",2013,13,3,121,0,1,0
"r20b","annual_to_infrequent_reversal",2013,14,3,101,0.5,2,0.031087383598224
"r20b","annual_to_infrequent_reversal",2013,15,3,85.5,0,1,0
"r20b","annual_to_infrequent_reversal",2013,16,4,92,0,1,0
"r20b","annual_to_infrequent_reversal",2013,17,4,85.5,0,1,0
"r20b","annual_to_infrequent_reversal",2013,18,4,16,0,1,0
"r20b","annual_to_infrequent_reversal",2013,19,4,48,0.5,2,0.0574179230300603
"r20b","annual_to_infrequent_reversal",2013,20,4,40,0,1,0
"20b","infrequent",1984,1,1,95.5,0,1,0
"20b","infrequent",1984,2,1,100.5,0,1,0
"20b","infrequent",1984,3,1,116,0,1,0
"20b","infrequent",1984,4,1,77.5,0,1,0
"20b","infrequent",1984,5,1,88.5,0,1,0
"20b","infrequent",1984,6,2,92.5,0,1,0
"20b","infrequent",1984,7,2,101,0,1,0
"20b","infrequent",1984,8,2,97.5,0,1,0
"20b","infrequent",1984,9,2,104.5,0,1,0
"20b","infrequent",1984,10,2,100,0,1,0
"20b","infrequent",1984,11,3,112.5,0,1,0
"20b","infrequent",1984,12,3,102,0,1,0
"20b","infrequent",1984,13,3,136,0,1,0
"20b","infrequent",1984,14,3,88.5,0,1,0
"20b","infrequent",1984,15,3,103.5,0,1,0
"20b","infrequent",1984,16,4,81.5,0,1,0
"20b","infrequent",1984,17,4,113.5,0,1,0
"20b","infrequent",1984,18,4,117.5,0,1,0
"20b","infrequent",1984,19,4,85,0,1,0
"20b","infrequent",1984,20,4,121,0,1,0
"20b","infrequent",1985,1,1,81.5,0,1,0
"20b","infrequent",1985,2,1,101,0,1,0
"20b","infrequent",1985,3,1,116,0,1,0
"20b","infrequent",1985,4,1,100,0,1,0
"20b","infrequent",1985,5,1,100,0,1,0
"20b","infrequent",1985,6,2,92.5,0,1,0
"20b","infrequent",1985,7,2,89,0,1,0
"20b","infrequent",1985,8,2,85,0,1,0
"20b","infrequent",1985,9,2,92,0,1,0
"20b","infrequent",1985,10,2,100.5,0,1,0
"20b","infrequent",1985,11,3,113,0,1,0
"20b","infrequent",1985,12,3,102,0,1,0
"20b","infrequent",1985,13,3,130,0,1,0
"20b","infrequent",1985,14,3,89,0,1,0
"20b","infrequent",1985,15,3,103.5,0,1,0
"20b","infrequent",1985,16,4,81,0,1,0
"20b","infrequent",1985,17,4,143.5,0,1,0
"20b","infrequent",1985,18,4,125,0,1,0
"20b","infrequent",1985,19,4,85.5,0,1,0
"20b","infrequent",1985,20,4,137,0,1,0
"20b","infrequent",1986,1,1,107,0,1,0
"20b","infrequent",1986,2,1,92,0,1,0
"20b","infrequent",1986,3,1,105,0,1,0
"20b","infrequent",1986,4,1,39.5,0,1,0
"20b","infrequent",1986,5,1,81,0,1,0
"20b","infrequent",1986,6,2,98.5,0,1,0
"20b","infrequent",1986,7,2,97.5,0,1,0
"20b","infrequent",1986,8,2,92,0,1,0
"20b","infrequent",1986,9,2,81,0,1,0
"20b","infrequent",1986,10,2,105,0,1,0
"20b","infrequent",1986,11,3,162.5,0,1,0
"20b","infrequent",1986,12,3,103.5,0,1,0
"20b","infrequent",1986,13,3,113.5,0,1,0
"20b","infrequent",1986,14,3,92,0,1,0
"20b","infrequent",1986,15,3,98.5,0,1,0
"20b","infrequent",1986,16,4,92.5,0,1,0
"20b","infrequent",1986,17,4,84.5,0,1,0
"20b","infrequent",1986,18,4,73,0,1,0
"20b","infrequent",1986,19,4,100,0,1,0
"20b","infrequent",1986,20,4,104,0,1,0
"20b","infrequent",1987,1,1,77.5,0,1,0
"20b","infrequent",1987,2,1,36,0,1,0
"20b","infrequent",1987,3,1,130,0,1,0
"20b","infrequent",1987,4,1,36,0,1,0
"20b","infrequent",1987,5,1,36.5,0,1,0
"20b","infrequent",1987,6,2,107,0,1,0
"20b","infrequent",1987,7,2,98,0,1,0
"20b","infrequent",1987,8,2,89,0,1,0
"20b","infrequent",1987,9,2,92.5,0,1,0
"20b","infrequent",1987,10,2,78.5,0,1,0
"20b","infrequent",1987,11,3,112.5,0,1,0
"20b","infrequent",1987,12,3,101,0,1,0
"20b","infrequent",1987,13,3,84.5,0,1,0
"20b","infrequent",1987,14,3,88.5,0,1,0
"20b","infrequent",1987,15,3,92.5,0,1,0
"20b","infrequent",1987,16,4,22,0,1,0
"20b","infrequent",1987,17,4,51,0,1,0
"20b","infrequent",1987,18,4,100.5,0,1,0
"20b","infrequent",1987,19,4,66.5,0,1,0
"20b","infrequent",1987,20,4,103.5,0,1,0
"20b","infrequent",1988,1,1,66.5,0,1,0
"20b","infrequent",1988,2,1,36,0,1,0
"20b","infrequent",1988,3,1,78,0,1,0
"20b","infrequent",1988,4,1,62.5,0,1,0
"20b","infrequent",1988,5,1,86,0,1,0
"20b","infrequent",1988,6,2,107,0,1,0
"20b","infrequent",1988,7,2,85,0,1,0
"20b","infrequent",1988,8,2,85.5,0,1,0
"20b","infrequent",1988,9,2,19,0,1,0
"20b","infrequent",1988,10,2,116,0,1,0
"20b","infrequent",1988,11,3,112.5,0,1,0
"20b","infrequent",1988,12,3,101,0,1,0
"20b","infrequent",1988,13,3,121,0,1,0
"20b","infrequent",1988,14,3,88.5,0,1,0
"20b","infrequent",1988,15,3,85.5,0,1,0
"20b","infrequent",1988,16,4,48,0,1,0
"20b","infrequent",1988,17,4,78,0,1,0
"20b","infrequent",1988,18,4,47.5,0,1,0
"20b","infrequent",1988,19,4,62.5,0,1,0
"20b","infrequent",1988,20,4,100.5,0,1,0
"20b","infrequent",1989,1,1,48.5,0.5,2,0.0569372244376318
"20b","infrequent",1989,2,1,10.5,0,1,0
"20b","infrequent",1989,3,1,22.5,0,1,0
"20b","infrequent",1989,4,1,15,0,1,0
"20b","infrequent",1989,5,1,66.5,0,1,0
"20b","infrequent",1989,6,2,101,0,1,0
"20b","infrequent",1989,7,2,85.5,0,1,0
"20b","infrequent",1989,8,2,63,0,1,0
"20b","infrequent",1989,9,2,22,0,1,0
"20b","infrequent",1989,10,2,81.5,0,1,0
"20b","infrequent",1989,11,3,100.5,0,1,0
"20b","infrequent",1989,12,3,89,0,1,0
"20b","infrequent",1989,13,3,33.5,0,1,0
"20b","infrequent",1989,14,3,88.5,0,1,0
"20b","infrequent",1989,15,3,69.5,0,1,0
"20b","infrequent",1989,16,4,95.5,0,1,0
"20b","infrequent",1989,17,4,33,0,1,0
"20b","infrequent",1989,18,4,36.5,0,1,0
"20b","infrequent",1989,19,4,34,0,1,0
"20b","infrequent",1989,20,4,45.5,0,1,0
"20b","infrequent",1990,1,1,34,3.5,2,0.310182846931478
"20b","infrequent",1990,2,1,39.5,0,1,0
"20b","infrequent",1990,3,1,67,0,1,0
"20b","infrequent",1990,4,1,15.5,0,1,0
"20b","infrequent",1990,5,1,64,0,1,0
"20b","infrequent",1990,6,2,95.5,0,1,0
"20b","infrequent",1990,7,2,86,0,1,0
"20b","infrequent",1990,8,2,67,0,1,0
"20b","infrequent",1990,9,2,36.5,0,1,0
"20b","infrequent",1990,10,2,84.5,0,1,0
"20b","infrequent",1990,11,3,89.5,0,1,0
"20b","infrequent",1990,12,3,89,0,1,0
"20b","infrequent",1990,13,3,81.5,0,1,0
"20b","infrequent",1990,14,3,66.5,0,1,0
"20b","infrequent",1990,15,3,69.5,0,1,0
"20b","infrequent",1990,16,4,70,0,1,0
"20b","infrequent",1990,17,4,43,0,1,0
"20b","infrequent",1990,18,4,48.5,0,1,0
"20b","infrequent",1990,19,4,33,0,1,0
"20b","infrequent",1990,20,4,92.5,0,1,0
"20b","infrequent",1991,1,1,7.5,0,1,0
"20b","infrequent",1991,2,1,37,0,1,0
"20b","infrequent",1991,3,1,69.5,0,1,0
"20b","infrequent",1991,4,1,19,0,1,0
"20b","infrequent",1991,5,1,37,0,1,0
"20b","infrequent",1991,6,2,92.5,0,1,0
"20b","infrequent",1991,7,2,85.5,0,1,0
"20b","infrequent",1991,8,2,63.5,0,1,0
"20b","infrequent",1991,9,2,33.5,0,1,0
"20b","infrequent",1991,10,2,31,0,1,0
"20b","infrequent",1991,11,3,81,0,1,0
"20b","infrequent",1991,12,3,66.5,0,1,0
"20b","infrequent",1991,13,3,37,0,1,0
"20b","infrequent",1991,14,3,66,0,1,0
"20b","infrequent",1991,15,3,36.5,0,1,0
"20b","infrequent",1991,16,4,69.5,0,1,0
"20b","infrequent",1991,17,4,22.5,0,1,0
"20b","infrequent",1991,18,4,30.5,0,1,0
"20b","infrequent",1991,19,4,3.5,0,1,0
"20b","infrequent",1991,20,4,67,0,1,0
"20b","infrequent",1992,1,1,60,0,1,0
"20b","infrequent",1992,2,1,48.5,0,1,0
"20b","infrequent",1992,3,1,62.5,0,1,0
"20b","infrequent",1992,4,1,62.5,0,1,0
"20b","infrequent",1992,5,1,51,0,1,0
"20b","infrequent",1992,6,2,95,0,1,0
"20b","infrequent",1992,7,2,47.5,0,1,0
"20b","infrequent",1992,8,2,51,0,1,0
"20b","infrequent",1992,9,2,51,0,1,0
"20b","infrequent",1992,10,2,48.5,0,1,0
"20b","infrequent",1992,11,3,62.5,0,1,0
"20b","infrequent",1992,12,3,62.5,0,1,0
"20b","infrequent",1992,13,3,60,0,1,0
"20b","infrequent",1992,14,3,30,0,1,0
"20b","infrequent",1992,15,3,30,0.5,2,0.0836497046105893
"20b","infrequent",1992,16,4,45,0,1,0
"20b","infrequent",1992,17,4,48.5,0,1,0
"20b","infrequent",1992,18,4,54.5,0,1,0
"20b","infrequent",1992,19,4,18.5,0,1,0
"20b","infrequent",1992,20,4,77.5,0,1,0
"20b","infrequent",1993,1,1,37,0,1,0
"20b","infrequent",1993,2,1,37,0,1,0
"20b","infrequent",1993,3,1,45,0,1,0
"20b","infrequent",1993,4,1,45,0,1,0
"20b","infrequent",1993,5,1,33.5,0,1,0
"20b","infrequent",1993,6,2,37,0,1,0
"20b","infrequent",1993,7,2,47.5,0,1,0
"20b","infrequent",1993,8,2,33.5,0,1,0
"20b","infrequent",1993,9,2,80,0,1,0
"20b","infrequent",1993,10,2,48.5,0,1,0
"20b","infrequent",1993,11,3,62.5,0,1,0
"20b","infrequent",1993,12,3,51,0,1,0
"20b","infrequent",1993,13,3,48.5,0,1,0
"20b","infrequent",1993,14,3,47.5,0,1,0
"20b","infrequent",1993,15,3,30,19,2,0.667733317416197
"20b","infrequent",1993,16,4,33.5,0,1,0
"20b","infrequent",1993,17,4,37,0,1,0
"20b","infrequent",1993,18,4,33.5,0,1,0
"20b","infrequent",1993,19,4,30,0,1,0
"20b","infrequent",1993,20,4,65,0,1,0
"20b","infrequent",1994,1,1,43,0,1,0
"20b","infrequent",1994,2,1,70,0,1,0
"20b","infrequent",1994,3,1,62.5,0,1,0
"20b","infrequent",1994,4,1,22,0,1,0
"20b","infrequent",1994,5,1,18.5,0,1,0
"20b","infrequent",1994,6,2,70,0,1,0
"20b","infrequent",1994,7,2,88.5,0,1,0
"20b","infrequent",1994,8,2,66.5,3.5,2,0.198515243345873
"20b","infrequent",1994,9,2,33.5,0,1,0
"20b","infrequent",1994,10,2,51.5,0,1,0
"20b","infrequent",1994,11,3,69.5,3.5,2,0.192419993293587
"20b","infrequent",1994,12,3,89,0,1,0
"20b","infrequent",1994,13,3,84.5,0,1,0
"20b","infrequent",1994,14,3,69.5,0,1,0
"20b","infrequent",1994,15,3,33.5,7,2,0.460360165613076
"20b","infrequent",1994,16,4,22,3.5,2,0.39994886927745
"20b","infrequent",1994,17,4,34,0,1,0
"20b","infrequent",1994,18,4,22,0,1,0
"20b","infrequent",1994,19,4,15.5,0,1,0
"20b","infrequent",1994,20,4,69.5,0,1,0
"20b","infrequent",1995,1,1,40,0,1,0
"20b","infrequent",1995,2,1,89,0,1,0
"20b","infrequent",1995,3,1,81,0,1,0
"20b","infrequent",1995,4,1,33.5,0,1,0
"20b","infrequent",1995,5,1,18.5,0,1,0
"20b","infrequent",1995,6,2,66.5,0,1,0
"20b","infrequent",1995,7,2,97.5,0,1,0
"20b","infrequent",1995,8,2,66,0,1,0
"20b","infrequent",1995,9,2,33.5,0,1,0
"20b","infrequent",1995,10,2,48,0,1,0
"20b","infrequent",1995,11,3,66,3.5,2,0.199573035110633
"20b","infrequent",1995,12,3,88.5,0,1,0
"20b","infrequent",1995,13,3,51.5,0,1,0
"20b","infrequent",1995,14,3,36.5,0,1,0
"20b","infrequent",1995,15,3,39.5,19,2,0.630424751767864
"20b","infrequent",1995,16,4,22,3.5,2,0.39994886927745
"20b","infrequent",1995,17,4,45.5,0,1,0
"20b","infrequent",1995,18,4,15.5,0,1,0
"20b","infrequent",1995,19,4,4,0,1,0
"20b","infrequent",1995,20,4,36.5,0,1,0
"20b","infrequent",1996,1,1,40,0,1,0
"20b","infrequent",1996,2,1,92,0.5,2,0.0336089094023607
"20b","infrequent",1996,3,1,81,0,1,0
"20b","infrequent",1996,4,1,15.5,0,1,0
"20b","infrequent",1996,5,1,15.5,0,1,0
"20b","infrequent",1996,6,2,62.5,0,1,0
"20b","infrequent",1996,7,2,85,0,1,0
"20b","infrequent",1996,8,2,33,0,1,0
"20b","infrequent",1996,9,2,33,0,1,0
"20b","infrequent",1996,10,2,51.5,0,1,0
"20b","infrequent",1996,11,3,66,3.5,2,0.199573035110633
"20b","infrequent",1996,12,3,98,0,1,0
"20b","infrequent",1996,13,3,48,0,1,0
"20b","infrequent",1996,14,3,63.5,0,1,0
"20b","infrequent",1996,15,3,33,39.5,2,0.689122754016169
"20b","infrequent",1996,16,4,19,3.5,2,0.432225931703879
"20b","infrequent",1996,17,4,51,3.5,2,0.238424964812787
"20b","infrequent",1996,18,4,18.5,0,1,0
"20b","infrequent",1996,19,4,15.5,0,1,0
"20b","infrequent",1996,20,4,89,0,1,0
"20b","infrequent",1997,1,1,33.5,0.5,2,0.0766488007761842
"20b","infrequent",1997,2,1,89,0.5,2,0.0345507670028156
"20b","infrequent",1997,3,1,89,0,1,0
"20b","infrequent",1997,4,1,15.5,0,1,0
"20b","infrequent",1997,5,1,15,0,1,0
"20b","infrequent",1997,6,2,89,0,1,0
"20b","infrequent",1997,7,2,88.5,0,1,0
"20b","infrequent",1997,8,2,32.5,0.5,2,0.0785157640989041
"20b","infrequent",1997,9,2,19,0,1,0
"20b","infrequent",1997,10,2,33.5,0,1,0
"20b","infrequent",1997,11,3,66.5,3.5,2,0.198515243345873
"20b","infrequent",1997,12,3,97.5,0,1,0
"20b","infrequent",1997,13,3,22.5,0,1,0
"20b","infrequent",1997,14,3,88.5,0,1,0
"20b","infrequent",1997,15,3,15,36,2,0.605797499372304
"20b","infrequent",1997,16,4,18.5,3.5,2,0.438159320026818
"20b","infrequent",1997,17,4,19.5,3.5,2,0.426461499914238
"20b","infrequent",1997,18,4,3.5,0,1,0
"20b","infrequent",1997,19,4,3.5,0,1,0
"20b","infrequent",1997,20,4,88.5,0,1,0
"20b","infrequent",1998,1,1,67,0.5,2,0.0437152733019693
"20b","infrequent",1998,2,1,86,3.5,2,0.165092950783207
"20b","infrequent",1998,3,1,88.5,0,1,0
"20b","infrequent",1998,4,1,33,0,1,0
"20b","infrequent",1998,5,1,36,0,1,0
"20b","infrequent",1998,6,2,66.5,3.5,2,0.198515243345873
"20b","infrequent",1998,7,2,88.5,3.5,2,0.161675574408143
"20b","infrequent",1998,8,2,18.5,3.5,2,0.438159320026818
"20b","infrequent",1998,9,2,51,0.5,2,0.0546588236180275
"20b","infrequent",1998,10,2,37,0.5,2,0.0708105549081963
"20b","infrequent",1998,11,3,69.5,3.5,2,0.192419993293587
"20b","infrequent",1998,12,3,98.5,0,1,0
"20b","infrequent",1998,13,3,22.5,0,1,0
"20b","infrequent",1998,14,3,89,0,1,0
"20b","infrequent",1998,15,3,36.5,36.5,2,0.693147180559945
"20b","infrequent",1998,16,4,15.5,18.5,2,0.689249380074991
"20b","infrequent",1998,17,4,22.5,3.5,2,0.395067120830435
"20b","infrequent",1998,18,4,19,0,1,0
"20b","infrequent",1998,19,4,4,0,1,0
"20b","infrequent",1998,20,4,86,0,1,0
"20b","infrequent",1999,1,1,67,0,1,0
"20b","infrequent",1999,2,1,86,3.5,2,0.165092950783207
"20b","infrequent",1999,3,1,101,0,1,0
"20b","infrequent",1999,4,1,33,0,1,0
"20b","infrequent",1999,5,1,15.5,0,1,0
"20b","infrequent",1999,6,2,69.5,3.5,2,0.192419993293587
"20b","infrequent",1999,7,2,66,3.5,2,0.199573035110633
"20b","infrequent",1999,8,2,39.5,3.5,2,0.282164140575811
"20b","infrequent",1999,9,2,51,4,2,0.260637099533922
"20b","infrequent",1999,10,2,37,3.5,2,0.294175229481133
"20b","infrequent",1999,11,3,89,3.5,2,0.161010727806009
"20b","infrequent",1999,12,3,92,0,1,0
"20b","infrequent",1999,13,3,22,0,1,0
"20b","infrequent",1999,14,3,89,0.5,2,0.0345507670028156
"20b","infrequent",1999,15,3,39.5,36,2,0.692072281092734
"20b","infrequent",1999,16,4,7,15.5,2,0.619986801911361
"20b","infrequent",1999,17,4,19.5,3.5,2,0.426461499914238
"20b","infrequent",1999,18,4,16,0,1,0
"20b","infrequent",1999,19,4,4,0,1,0
"20b","infrequent",1999,20,4,88.5,0.5,2,0.0347133105978843
"20b","infrequent",2000,1,1,70,0.5,2,0.0421645771490718
"20b","infrequent",2000,2,1,67,15,2,0.475802679999279
"20b","infrequent",2000,3,1,89,0,1,0
"20b","infrequent",2000,4,1,63,0,1,0
"20b","infrequent",2000,5,1,15.5,0,1,0
"20b","infrequent",2000,6,2,81,15,2,0.433398873290746
"20b","infrequent",2000,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2000,8,2,39.5,15,2,0.588390985029517
"20b","infrequent",2000,9,2,51,7,2,0.368296832747664
"20b","infrequent",2000,10,2,37,15,2,0.600768415035861
"20b","infrequent",2000,11,3,66.5,15,2,0.47747808115426
"20b","infrequent",2000,12,3,69.5,3.5,2,0.192419993293587
"20b","infrequent",2000,13,3,39.5,0,1,0
"20b","infrequent",2000,14,3,66,3.5,2,0.199573035110633
"20b","infrequent",2000,15,3,22,88.5,2,0.499145296278064
"20b","infrequent",2000,16,4,7,66,2,0.315958290228785
"20b","infrequent",2000,17,4,19.5,15,2,0.684616277801305
"20b","infrequent",2000,18,4,16,0,1,0
"20b","infrequent",2000,19,4,7,0,1,0
"20b","infrequent",2000,20,4,69.5,0,1,0
"20b","infrequent",2001,1,1,70,0.5,2,0.0421645771490718
"20b","infrequent",2001,2,1,67,3.5,2,0.197469789407889
"20b","infrequent",2001,3,1,89,0,1,0
"20b","infrequent",2001,4,1,63,0,1,0
"20b","infrequent",2001,5,1,15.5,0,1,0
"20b","infrequent",2001,6,2,81,15,2,0.433398873290746
"20b","infrequent",2001,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2001,8,2,39.5,15,2,0.588390985029517
"20b","infrequent",2001,9,2,51,7,2,0.368296832747664
"20b","infrequent",2001,10,2,37,0,1,0
"20b","infrequent",2001,11,3,66.5,18.5,2,0.52391374986597
"20b","infrequent",2001,12,3,69.5,0,1,0
"20b","infrequent",2001,13,3,51,0,1,0
"20b","infrequent",2001,14,3,66.5,3.5,2,0.198515243345873
"20b","infrequent",2001,15,3,22,88.5,2,0.499145296278064
"20b","infrequent",2001,16,4,7,66,2,0.315958290228785
"20b","infrequent",2001,17,4,22.5,15,2,0.673011667009257
"20b","infrequent",2001,18,4,16,0,1,0
"20b","infrequent",2001,19,4,7,0,1,0
"20b","infrequent",2001,20,4,69.5,0,1,0
"20b","infrequent",2002,1,1,43,0,1,0
"20b","infrequent",2002,2,1,67,0.5,2,0.0437152733019693
"20b","infrequent",2002,3,1,89,0,1,0
"20b","infrequent",2002,4,1,63,0,1,0
"20b","infrequent",2002,5,1,33,0.5,2,0.0775700376932932
"20b","infrequent",2002,6,2,81,15,2,0.433398873290746
"20b","infrequent",2002,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2002,8,2,69.5,15,2,0.467604051283838
"20b","infrequent",2002,9,2,51,7,2,0.368296832747664
"20b","infrequent",2002,10,2,37,0,1,0
"20b","infrequent",2002,11,3,66.5,18.5,2,0.52391374986597
"20b","infrequent",2002,12,3,92,0,1,0
"20b","infrequent",2002,13,3,51.5,0,1,0
"20b","infrequent",2002,14,3,66.5,15,2,0.47747808115426
"20b","infrequent",2002,15,3,22,89,2,0.497894427618249
"20b","infrequent",2002,16,4,4,66,2,0.219032521789021
"20b","infrequent",2002,17,4,25.5,15,2,0.659152503822991
"20b","infrequent",2002,18,4,16,0,1,0
"20b","infrequent",2002,19,4,18.5,0,1,0
"20b","infrequent",2002,20,4,69.5,0,1,0
"20b","infrequent",2003,1,1,43,0.5,2,0.0627602166108864
"20b","infrequent",2003,2,1,67,0.5,2,0.0437152733019693
"20b","infrequent",2003,3,1,89,0,1,0
"20b","infrequent",2003,4,1,33,0,1,0
"20b","infrequent",2003,5,1,15.5,0.5,2,0.139060798454741
"20b","infrequent",2003,6,2,81,33,2,0.601679754913255
"20b","infrequent",2003,7,2,66,32.5,2,0.634142681404905
"20b","infrequent",2003,8,2,39.5,32.5,2,0.688413626741896
"20b","infrequent",2003,9,2,33.5,7,2,0.460360165613076
"20b","infrequent",2003,10,2,19.5,0.5,2,0.116906849137531
"20b","infrequent",2003,11,3,36.5,30,2,0.688362564784471
"20b","infrequent",2003,12,3,92,0.5,2,0.0336089094023607
"20b","infrequent",2003,13,3,51.5,0,1,0
"20b","infrequent",2003,14,3,66.5,32.5,2,0.632955886266709
"20b","infrequent",2003,15,3,4.5,113,2,0.162496445924744
"20b","infrequent",2003,16,4,4,66,2,0.219032521789021
"20b","infrequent",2003,17,4,25.5,32.5,2,0.685846399622252
"20b","infrequent",2003,18,4,16,0,1,0
"20b","infrequent",2003,19,4,18.5,0,1,0
"20b","infrequent",2003,20,4,69.5,0.5,2,0.0424147318581175
